energy,x,decayTime
20.7776808384, 361.297022899, 396250.0
13.3796351942, 247.784037467, 398750.0
15.010844935, 186.012407866, 401250.0
13.4329440527, 164.68842968, 403750.0
36.2683849411, 251.444946565, 406250.0
48.9285191049, 73.1322501474, 408750.0
11.7868461354, 287.761249391, 411250.0
26.5596447145, 300.199863987, 413750.0
13.7689213798, 141.673878472, 416250.0
39.5423597952, 180.724612527, 418750.0
15.883237519, 49.363630953, 421250.0
18.0100642319, 113.144870008, 423750.0
17.10332222, 333.76883952, 426250.0
17.6197890908, 148.233476333, 428750.0
12.3468480256, 32.5268121201, 431250.0
10.5845148637, 227.799809519, 433750.0
33.1189775732, 104.043450444, 436250.0
13.8226615938, 299.044534352, 438750.0
30.1441665971, 15.9465591749, 441250.0
22.9406748754, 141.160420076, 443750.0
20.0399135747, 39.1665101133, 446250.0
5.52177514002, 340.532720653, 448750.0
10.1941700138, 348.961230549, 451250.0
18.0434218381, 229.160775671, 453750.0
23.9928454129, 198.242109389, 456250.0
16.9475089875, 205.966423305, 458750.0
17.8617812528, 319.303624904, 461250.0
18.4834770131, 262.158049831, 463750.0
22.6063470138, 129.2737318, 466250.0
14.009218762, 346.708880255, 468750.0
26.3692571883, 141.173831466, 471250.0
10.506284478, 287.840098357, 473750.0
9.69340662795, 210.067141205, 476250.0
37.4970279887, 343.26395201, 478750.0
30.571449236, 121.44320443, 481250.0
13.4406969245, 287.202845165, 483750.0
20.1228057051, 336.134575756, 486250.0
13.3351807488, 333.430581002, 488750.0
20.7726142925, 133.151319455, 491250.0
19.8781090503, 94.1305225752, 493750.0
22.4973476419, 46.5908132498, 496250.0
15.090388356, 182.601718498, 498750.0
18.7533271631, 33.0923717397, 501250.0
11.1539425601, 292.591830389, 503750.0
12.8667114437, 277.394615921, 506250.0
27.5723659912, 127.470463307, 508750.0
9.29734489486, 286.050579298, 511250.0
24.1032562007, 54.4721307615, 513750.0
18.0624830111, 73.8829803474, 516250.0
26.4674715299, 223.901556701, 518750.0
15.8673854956, 137.073568648, 521250.0
25.020000208, 273.60103666, 523750.0
14.2916646364, 275.84531137, 526250.0
22.9330472807, 276.463829776, 528750.0
16.9964765115, 253.998855261, 531250.0
20.2013583077, 124.222621845, 533750.0
12.9015039627, 191.280516176, 536250.0
33.2077382191, 215.37235359, 538750.0
24.1207924834, 328.556920526, 541250.0
27.9774781123, 47.2298664674, 543750.0
12.1415308422, 139.615524566, 546250.0
13.9482718578, 357.849004257, 548750.0
15.4381442437, 309.661787895, 551250.0
18.2565528051, 335.324707209, 553750.0
20.1032176344, 135.523673731, 556250.0
11.2644630684, 104.107868051, 558750.0
41.6709844246, 148.577811429, 561250.0
31.1730429907, 308.500679783, 563750.0
18.4001408112, 254.146857165, 566250.0
12.6554343164, 192.42163135, 568750.0
23.0009895171, 322.622675762, 571250.0
28.5828823753, 121.16388791, 573750.0
19.8373252463, 320.121291154, 576250.0
25.265219859, 55.6970187745, 578750.0
12.5554261058, 325.710323535, 581250.0
21.1040399234, 30.2111488425, 583750.0
14.8953626443, 131.838314656, 586250.0
16.5259433489, 185.594963736, 588750.0
14.4167837617, 350.514065292, 591250.0
9.87536085224, 17.2623032581, 593750.0
19.7245806842, 127.97015731, 596250.0
8.20322341598, 164.929921243, 598750.0
47.1054489356, 45.3818337817, 601250.0
10.9219679133, 124.764183693, 603750.0
17.8431955144, 234.991808861, 606250.0
2.15062147791, 189.612914711, 608750.0
32.4698888474, 161.637874886, 611250.0
26.579364054, 46.2804112879, 613750.0
7.76301259185, 242.101652354, 616250.0
15.7652535462, 61.4001536244, 618750.0
11.0789875528, 309.876163181, 621250.0
8.46063452732, 81.7314444454, 623750.0
43.7793397308, 137.557392159, 626250.0
24.3867301268, 346.98616925, 628750.0
26.4240478828, 212.105077419, 631250.0
14.597415706, 242.672609832, 633750.0
16.0603631532, 220.921797316, 636250.0
46.7020953492, 136.605633709, 638750.0
20.1074369202, 170.046119469, 641250.0
19.0269621192, 282.882852351, 643750.0
24.4046916634, 139.628468628, 646250.0
9.98267747291, 217.148263922, 648750.0
15.2039725203, 148.295491221, 651250.0
41.1453350933, 120.989400366, 653750.0
37.10425181, 28.9336741136, 656250.0
10.2684559735, 132.325596279, 658750.0
27.1333467976, 37.8915105127, 661250.0
30.7679531155, 152.932965119, 663750.0
13.9493402038, 20.9820802186, 666250.0
24.5663327043, 171.161362793, 668750.0
12.766516077, 308.988230576, 671250.0
14.7706035022, 160.318349195, 673750.0
14.6127594055, 258.057327575, 676250.0
37.7502113682, 276.894150737, 678750.0
28.9782870781, 37.4270437125, 681250.0
10.8215000649, 107.200037053, 683750.0
3.4590990104, 285.74258285, 686250.0
23.6922792117, 82.1731238742, 688750.0
5.93465400999, 110.858854025, 691250.0
4.96982745481, 74.6818912637, 693750.0
7.31439098639, 116.977601582, 696250.0
31.0551882717, 23.484105245, 698750.0
45.2848754723, 134.823857039, 701250.0
18.9975097314, 235.314954507, 703750.0
20.0989413432, 164.702582334, 706250.0
20.0042837779, 277.953998035, 708750.0
30.3698776944, 65.5955034497, 711250.0
39.1488195389, 140.361447765, 713750.0
17.6186442745, 40.5488084767, 716250.0
15.6626093812, 77.1987874426, 718750.0
18.5084344961, 124.673538356, 721250.0
26.8837448573, 111.588113114, 723750.0
16.2029447824, 10.2169026865, 726250.0
18.3082499911, 290.903209526, 728750.0
12.0163725238, 117.882347061, 731250.0
12.7718348488, 60.4041847724, 733750.0
13.4020428171, 342.493311143, 736250.0
13.663232743, 284.447546258, 738750.0
20.2832270685, 297.555099221, 741250.0
14.1839863022, 106.941865024, 743750.0
37.4167531315, 287.778714682, 746250.0
32.0342711468, 221.767224535, 748750.0
24.0460110029, 104.954323868, 751250.0
18.9797637069, 221.877321101, 753750.0
19.2590466085, 216.614589281, 756250.0
15.9369644136, 137.403442879, 758750.0
11.7657510274, 47.0000474167, 761250.0
38.246174495, 39.5928732527, 763750.0
7.57729439104, 289.416598991, 766250.0
35.6572112906, 252.606296478, 768750.0
26.2392023936, 144.368914601, 771250.0
29.9805142521, 225.146288808, 773750.0
24.9219338965, 50.2896412474, 776250.0
44.2866050706, 103.763553256, 778750.0
24.0454204986, 264.4405445, 781250.0
25.1058226277, 232.033752442, 783750.0
8.38059852637, 140.636902132, 786250.0
8.75578681802, 341.261356666, 788750.0
30.1490356826, 237.305925009, 791250.0
12.4505655335, 282.7864467, 793750.0
11.0298890365, 212.774376433, 796250.0
18.0943554642, 270.531169291, 798750.0
23.799403601, 273.974649691, 801250.0
35.8467555692, 217.011828836, 803750.0
33.2008545719, 122.845031034, 806250.0
12.2186170964, 341.056481796, 808750.0
13.2012679975, 172.23862689, 811250.0
14.6109536389, 262.386944829, 813750.0
17.5801131497, 87.2837980806, 816250.0
23.8532175001, 326.99959291, 818750.0
14.164000775, 316.691709443, 821250.0
36.2389110774, 22.8644953661, 823750.0
7.28587944513, 188.434012305, 826250.0
10.1985786312, 19.6304806785, 828750.0
18.7964867302, 63.7820035499, 831250.0
15.7465603673, 230.474422286, 833750.0
11.6789188794, 166.352086226, 836250.0
19.4837276682, 293.246534735, 838750.0
22.093286617, 234.26623678, 841250.0
21.1688144174, 292.365858533, 843750.0
22.5478579701, 45.2796026417, 846250.0
17.7113682889, 76.6536888287, 848750.0
12.9504585967, 282.8417584, 851250.0
13.1231893131, 128.278345094, 853750.0
9.92391893405, 39.5221638144, 856250.0
9.21628178809, 332.445826211, 858750.0
12.5254085758, 206.08718499, 861250.0
17.9540108362, 170.957161792, 863750.0
29.9188540768, 70.7219650541, 866250.0
18.7845671705, 153.193662494, 868750.0
23.7454505291, 235.485438697, 871250.0
15.1962046472, 227.517134994, 873750.0
22.6726927735, 93.5989298688, 876250.0
15.5126378376, 339.728438014, 878750.0
20.5874643485, 169.24892565, 881250.0
2.80901571556, 116.268002319, 883750.0
19.4942689182, 246.787301379, 886250.0
5.53135729649, 202.139949535, 888750.0
34.9726731034, 42.8012786021, 891250.0
12.4341570182, 163.765753884, 893750.0
11.6243372008, 193.364138006, 896250.0
19.7031879767, 123.141255849, 898750.0
22.5554549127, 251.737893099, 901250.0
12.3793509459, 102.186790192, 903750.0
16.2177206445, 172.301433753, 906250.0
17.9551995865, 49.6295030436, 908750.0
7.29816586462, 31.5377636002, 911250.0
24.8015636034, 26.8936816072, 913750.0
16.6810616434, 327.43410174, 916250.0
39.8967713005, 332.07387595, 918750.0
8.58358239056, 160.799759796, 921250.0
25.8363965444, 77.1485701597, 923750.0
35.6825621639, 249.345900449, 926250.0
23.9759906015, 68.0341517953, 928750.0
29.379200455, 152.2174373, 931250.0
11.3439395989, 159.136767338, 933750.0
22.6371594313, 228.458918385, 936250.0
17.808126649, 258.738312334, 938750.0
18.6047505225, 292.15035668, 941250.0
24.0306175141, 272.909992269, 943750.0
40.4344264731, 196.183351112, 946250.0
22.7528972266, 12.3381564938, 948750.0
4.39349713061, 305.552336322, 951250.0
27.136494254, 77.7481614575, 953750.0
15.4470563223, 71.4230820618, 956250.0
12.0444330442, 94.348023928, 958750.0
12.8264343268, 129.841074597, 961250.0
23.6992257108, 287.141099201, 963750.0
23.1584305569, 139.435579329, 966250.0
14.4278651879, 217.521245412, 968750.0
9.83710813965, 83.6868109065, 971250.0
6.6889550364, 272.319737667, 973750.0
41.8394580758, 350.35631887, 976250.0
28.8525998099, 361.359523525, 978750.0
18.6770605648, 167.582713348, 981250.0
27.7827202329, 291.785909472, 983750.0
13.0419868082, 326.073650833, 986250.0
20.3733877947, 75.1538306253, 988750.0
33.0798372325, 42.5016666872, 991250.0
23.2889163967, 11.3662331658, 993750.0
22.1203389019, 337.030380856, 996250.0
6.21953683812, 289.01138248, 998750.0
14.0878428173, 54.5067362848, 1001250.0
37.8456373239, 225.745531952, 1003750.0
5.08340396472, 254.568155641, 1006250.0
13.3529151435, 36.4293472432, 1008750.0
26.6886255071, 126.842123043, 1011250.0
23.2033861487, 309.526972758, 1013750.0
31.2731673727, 261.886545232, 1016250.0
9.19384355993, 169.10278788, 1018750.0
4.87219680981, 99.4220301548, 1021250.0
10.2340267563, 109.264166642, 1023750.0
31.0921921255, 295.606990561, 1026250.0
9.63331447027, 302.728984825, 1028750.0
3.34209116244, 361.402509554, 1031250.0
13.2745629576, 347.999372359, 1033750.0
18.9780910111, 101.280157485, 1036250.0
18.6085503448, 233.737642912, 1038750.0
13.736951215, 218.309121275, 1041250.0
22.0175525657, 254.358050331, 1043750.0
21.8953875488, 318.590915847, 1046250.0
34.827411876, 177.979467933, 1048750.0
13.6865019878, 86.5352600315, 1051250.0
8.68273919877, 18.6213656613, 1053750.0
27.1727090224, 337.236161697, 1056250.0
13.902515582, 181.730207791, 1058750.0
20.8360877456, 163.298625304, 1061250.0
16.877995077, 358.548749855, 1063750.0
14.3170037081, 155.933771108, 1066250.0
9.33482906571, 337.060204117, 1068750.0
41.0758601326, 88.7971607943, 1071250.0
9.0435199239, 252.805442102, 1073750.0
11.7912348216, 63.6072306451, 1076250.0
19.759815424, 325.695022369, 1078750.0
8.00802260841, 164.905708629, 1081250.0
24.3913326662, 194.170336312, 1083750.0
17.0165782641, 317.455310228, 1086250.0
18.2504247676, 66.1424119524, 1088750.0
35.0388113457, 60.119602964, 1091250.0
36.6053980215, 273.966450413, 1093750.0
24.5057824888, 296.918733591, 1096250.0
9.56296808469, 241.879987953, 1098750.0
30.751478318, 24.68583472, 1101250.0
44.7762809541, 83.9502386898, 1103750.0
16.4276893793, 326.893483918, 1106250.0
17.0945753144, 51.6972608757, 1108750.0
39.2101023158, 211.396060055, 1111250.0
27.5747608525, 165.97205734, 1113750.0
11.470413712, 298.533757215, 1116250.0
21.2226417268, 62.5257868154, 1118750.0
18.3066927691, 311.766002481, 1121250.0
13.5249060517, 50.6195141636, 1123750.0
28.0586060302, 242.544681001, 1126250.0
27.0667424508, 359.112113379, 1128750.0
9.4009522932, 174.004093767, 1131250.0
10.203008281, 103.901530131, 1133750.0
40.106698664, 337.559040722, 1136250.0
5.32837122203, 207.693194184, 1138750.0
8.31563373343, 333.118086338, 1141250.0
25.3953909086, 131.11245705, 1143750.0
17.9347580946, 311.431496887, 1146250.0
29.9389618486, 43.808425352, 1148750.0
35.0709649501, 283.102719767, 1151250.0
42.527355046, 137.087836038, 1153750.0
39.690675978, 290.164719026, 1156250.0
8.64293968653, 47.2023232169, 1158750.0
17.6608821365, 252.478049903, 1161250.0
23.812425517, 187.618003484, 1163750.0
21.7502842726, 234.674780804, 1166250.0
15.7477354299, 219.426155995, 1168750.0
17.6279942892, 63.2962018261, 1171250.0
29.9051623967, 258.082454956, 1173750.0
8.9689159935, 170.104578605, 1176250.0
14.8679987264, 29.4591212857, 1178750.0
30.0359394098, 259.130455746, 1181250.0
8.14316224359, 15.1884631773, 1183750.0
19.1504570137, 173.766415372, 1186250.0
17.2166297799, 85.3142265284, 1188750.0
17.4571408866, 114.014556607, 1191250.0
24.613542996, 32.0342571549, 1193750.0
6.96097306554, 342.40327376, 1196250.0
16.734067921, 306.361768116, 1198750.0
6.81332339338, 26.8773460893, 1201250.0
10.658692469, 28.4672523607, 1203750.0
24.8823127972, 269.612376853, 1206250.0
14.0247933564, 108.378002338, 1208750.0
13.9626066532, 122.839221489, 1211250.0
18.0876400748, 56.4533380878, 1213750.0
7.5558248031, 116.742614309, 1216250.0
24.345553285, 251.293096809, 1218750.0
17.3177621283, 333.852983607, 1221250.0
9.72458415896, 105.708842087, 1223750.0
17.4193045866, 235.078818476, 1226250.0
14.4643715974, 285.904288738, 1228750.0
18.5876511528, 65.4764285337, 1231250.0
27.0286740027, 38.083808542, 1233750.0
16.625556143, 149.933843022, 1236250.0
20.1096682652, 249.088593872, 1238750.0
22.8392164532, 269.145489827, 1241250.0
12.9820245896, 48.0109657475, 1243750.0
16.9827906784, 197.692325003, 1246250.0
14.1993060362, 270.528166179, 1248750.0
26.3721036871, 146.770994745, 1251250.0
22.4732117171, 102.760674675, 1253750.0
16.4078538759, 130.373570645, 1256250.0
11.3858197744, 192.565290458, 1258750.0
9.85875412197, 38.5016780833, 1261250.0
21.8133985664, 81.8600083531, 1263750.0
21.8606826831, 94.166299788, 1266250.0
29.4712160595, 119.72066531, 1268750.0
5.81460165649, 145.073334383, 1271250.0
25.381282756, 113.748276036, 1273750.0
15.694603101, 72.2935669648, 1276250.0
11.4776161219, 54.2368929756, 1278750.0
13.302058075, 79.0999979491, 1281250.0
27.490656748, 125.621979731, 1283750.0
19.6781797863, 276.366293695, 1286250.0
23.4324753607, 67.5300623954, 1288750.0
23.3296434988, 358.986953502, 1291250.0
18.4293071029, 177.454576689, 1293750.0
20.5318810691, 52.7282739771, 1296250.0
5.7512157061, 336.772992418, 1298750.0
29.1655622872, 244.982254147, 1301250.0
24.957870732, 336.749428276, 1303750.0
25.749576254, 350.375392932, 1306250.0
10.4233903442, 82.7111035869, 1308750.0
24.8186989078, 55.9332837611, 1311250.0
7.76117168871, 336.008715709, 1313750.0
42.598206007, 345.845290452, 1316250.0
12.5425921199, 359.928142501, 1318750.0
8.27803150001, 37.6354787727, 1321250.0
15.5355643893, 88.7211469461, 1323750.0
28.3811588446, 123.92058354, 1326250.0
13.2925842386, 156.075176341, 1328750.0
5.76945187359, 83.9478864344, 1331250.0
16.4618576663, 260.526732112, 1333750.0
16.5732195386, 31.097453526, 1336250.0
41.5418807851, 88.8880250833, 1338750.0
31.6324726216, 92.244352038, 1341250.0
14.0809362066, 29.9707886958, 1343750.0
29.7162404331, 286.046998889, 1346250.0
22.9388242327, 279.567112979, 1348750.0
10.8436377875, 84.6310873434, 1351250.0
11.2415169819, 120.864126246, 1353750.0
14.5490573884, 140.516309592, 1356250.0
18.4864489423, 174.445205679, 1358750.0
34.3089062724, 37.1454183324, 1361250.0
24.3024447462, 245.312680115, 1363750.0
17.1444902915, 321.694662023, 1366250.0
11.7787117642, 242.783116358, 1368750.0
29.7809623882, 272.165722471, 1371250.0
14.6192057136, 263.746717593, 1373750.0
18.7587984362, 113.585221506, 1376250.0
18.2067711266, 199.321363862, 1378750.0
15.9341722828, 22.7034314584, 1381250.0
24.1156672315, 170.8598205, 1383750.0
16.8698437062, 97.0468244879, 1386250.0
5.21499369453, 172.275644749, 1388750.0
40.444161982, 204.982467722, 1391250.0
16.4618046336, 236.153922969, 1393750.0
6.0425742331, 286.197544138, 1396250.0
28.7263731231, 82.4165597057, 1398750.0
16.8399680916, 241.496335591, 1401250.0
19.6239643482, 330.034308855, 1403750.0
27.1628902869, 109.44645723, 1406250.0
13.4801852544, 195.536242611, 1408750.0
16.8035356609, 172.989465744, 1411250.0
37.078025767, 83.8450768467, 1413750.0
13.0223878766, 106.108045881, 1416250.0
23.5174047082, 235.416689718, 1418750.0
14.8645236812, 88.6931031633, 1421250.0
27.376240497, 155.86518848, 1423750.0
17.1249332602, 135.25729741, 1426250.0
18.219703177, 55.2984863012, 1428750.0
21.9941164667, 27.1559196194, 1431250.0
18.1557514258, 118.424834934, 1433750.0
5.56260876549, 308.81809602, 1436250.0
23.2892128939, 99.4240124766, 1438750.0
14.8409304217, 80.6149199565, 1441250.0
22.1984192382, 241.016400944, 1443750.0
19.6732473484, 71.3522213132, 1446250.0
27.6780883215, 282.839920978, 1448750.0
24.9923329956, 346.484423394, 1451250.0
18.4727946494, 277.669033553, 1453750.0
11.1692078908, 61.8919069981, 1456250.0
28.0968138486, 232.947800589, 1458750.0
12.4055140125, 143.533004072, 1461250.0
35.6172756559, 63.8988549188, 1463750.0
20.945922991, 207.114481659, 1466250.0
25.4165004731, 330.452407869, 1468750.0
13.4829431625, 360.351633456, 1471250.0
31.0199087877, 328.85303981, 1473750.0
13.2123314557, 31.0771794186, 1476250.0
11.3520558541, 14.1658171848, 1478750.0
16.7156235141, 317.411477403, 1481250.0
23.9207713085, 286.693488833, 1483750.0
20.4062477224, 336.051777024, 1486250.0
11.6764016573, 276.589598921, 1488750.0
8.34939899175, 286.776093764, 1491250.0
13.7453477874, 273.205256786, 1493750.0
23.8715384926, 13.9274486473, 1496250.0
19.2791301928, 249.804090459, 1498750.0
21.2683086454, 133.484131293, 1501250.0
4.58170597189, 345.995659488, 1503750.0
15.6463694195, 311.208331629, 1506250.0
28.2891105098, 24.4847868267, 1508750.0
12.3740858555, 254.522174143, 1511250.0
14.3689188424, 287.643471586, 1513750.0
12.6099418716, 349.306431261, 1516250.0
19.8125899641, 214.45757437, 1518750.0
14.4370288265, 124.060666924, 1521250.0
24.4985585331, 292.946387768, 1523750.0
17.4530110996, 57.6555155762, 1526250.0
16.3495488205, 181.457006313, 1528750.0
34.9751012541, 112.696252412, 1531250.0
9.66043829654, 149.937659232, 1533750.0
3.5818125652, 119.569649034, 1536250.0
10.2819151685, 60.4116731142, 1538750.0
13.1652554298, 312.273322985, 1541250.0
11.7658725789, 127.757858206, 1543750.0
35.0840997946, 260.047094333, 1546250.0
26.7255000041, 313.451358542, 1548750.0
15.1313580931, 108.583965804, 1551250.0
23.7054617553, 164.842048971, 1553750.0
24.9068617285, 77.7187943461, 1556250.0
7.96638428911, 263.291583543, 1558750.0
32.6437138406, 306.865261808, 1561250.0
21.5546790215, 17.2610323662, 1563750.0
22.4081018657, 350.468584984, 1566250.0
28.3646401322, 116.689153265, 1568750.0
25.3252771115, 86.185277222, 1571250.0
37.3464272729, 231.309262547, 1573750.0
5.33814661818, 45.9838717703, 1576250.0
32.0807608386, 117.00426023, 1578750.0
28.1767587898, 289.255472866, 1581250.0
21.5464237292, 78.8964649003, 1583750.0
13.9743186055, 85.8341231339, 1586250.0
25.7312843068, 151.020461156, 1588750.0
38.3749191681, 133.418052313, 1591250.0
18.1304274585, 37.2300283508, 1593750.0
26.9946968047, 37.7785985551, 1596250.0
5.76792428598, 127.302665801, 1598750.0
24.1316251143, 118.428707032, 1601250.0
12.3315189802, 311.938623096, 1603750.0
31.9123808742, 263.734251215, 1606250.0
14.8729577251, 327.759362198, 1608750.0
40.5921317628, 27.6652221992, 1611250.0
10.3708037303, 122.853500961, 1613750.0
18.139874489, 243.515767067, 1616250.0
10.5647897968, 115.861611981, 1618750.0
29.2635652392, 132.670414564, 1621250.0
44.55419606, 142.449183823, 1623750.0
20.1043365926, 109.802335473, 1626250.0
20.6288788358, 328.743375724, 1628750.0
22.5236496546, 14.7047193071, 1631250.0
28.4990455917, 348.465703293, 1633750.0
24.1287141843, 136.231312535, 1636250.0
19.8635452851, 18.9064283588, 1638750.0
17.2048938491, 226.884498206, 1641250.0
31.7764892364, 88.8825347614, 1643750.0
14.9205391303, 28.2977480313, 1646250.0
16.83352941, 327.368003199, 1648750.0
15.3755829598, 219.478694794, 1651250.0
10.2316324682, 332.560225876, 1653750.0
18.6108208128, 26.8154453626, 1656250.0
13.3739506332, 281.811932193, 1658750.0
6.59131187716, 23.1433178473, 1661250.0
14.8111518543, 134.311458474, 1663750.0
6.04069667752, 102.551641524, 1666250.0
18.8009268711, 282.479210914, 1668750.0
31.4975357702, 262.915379743, 1671250.0
9.07283708422, 198.21653794, 1673750.0
6.4286138061, 172.436120428, 1676250.0
14.6820807762, 313.321502455, 1678750.0
25.2643411593, 293.627151603, 1681250.0
27.3378626359, 203.190086917, 1683750.0
11.9824173235, 15.8934934603, 1686250.0
8.62646420413, 216.97177466, 1688750.0
15.1246313973, 102.131214911, 1691250.0
11.6558394948, 314.587818519, 1693750.0
29.8655179618, 133.337033799, 1696250.0
